year,bat,runs,balls,sr
2022,Marcus Stoinis,190,200,95.0
2022,Mark Chapman,101,75,134.67
2022,Mark Watt,158,201,78.61
2022,Marnus Labuschagne,331,432,76.62
2022,Martin Guptill,419,519,80.73
2022,Matthew Cross,459,650,70.62
2022,Max O'Dowd,316,472,66.95
2022,Mehidy Hasan Miraz,329,392,83.93
2022,Michael Bracewell,264,238,110.92
2022,Michael Jones,73,129,56.59
2022,Michael Leask,410,366,112.02
2022,Michael Rippon,109,142,76.76
2022,Michael van Lingen,408,450,90.67
2022,Milton Shumba,27,58,46.55
2022,Mitchell Marsh,142,178,79.78
2022,Mitchell Santner,130,161,80.75
2022,Mitchell Starc,41,55,74.55
2022,Moeen Ali,174,214,81.31
2022,Mohammad Aadil Alam,70,77,90.91
2022,Mohammad Nabi,151,165,91.52
2022,Mohammad Nadeem,94,124,75.81
2022,Mohammad Nawaz,50,68,73.53
2022,Mohammad Rizwan,201,248,81.05
2022,Monank Patel,769,895,85.92
2022,Muhammad Usman,85,116,73.28
2022,Muhammad Waseem,415,528,78.6
2022,Musa Ahmad,111,181,61.33
2022,Mushfiqur Rahim,230,321,71.65
2022,Najibullah Zadran,359,377,95.23
2022,Najmul Hossain Shanto,117,187,62.57
2022,Naseem Khushi,136,122,111.48
2022,Nestor Dhamba,23,51,45.1
2022,Nicholas Pooran,511,613,83.36
2022,Nisarg Patel,218,275,79.27
2022,Norman Vanua,268,371,72.24
2022,Nosthush Kenjige,179,236,75.85
2022,Nurul Hasan,52,65,80.0
2022,Odean Smith,144,75,192.0
2022,Pat Cummins,39,51,76.47
2022,Pathum Nissanka,491,568,86.44
2022,Paul Stirling,190,170,111.76
2022,Phil Salt,302,218,138.53
2022,Philippe Boissevain,31,61,50.82
2022,Pieter Seelaar,156,249,62.65
2022,Pikky Ya France,88,101,87.13
2022,Pramod Madushan,15,52,28.85
2022,Quinton de Kock,478,465,102.8
2022,Rahmanullah Gurbaz,402,496,81.05
2022,Rahmat Shah,616,880,70.0
2022,Rashid Khan,126,101,124.75
2022,Rassie van der Dussen,476,474,100.42
2022,Ravindra Jadeja,36,59,61.02
2022,Reeza Hendricks,77,97,79.38
2022,Regis Chakabva,371,467,79.44
2022,Riaz Hassan,86,126,68.25
2022,Richard Ngarava,81,81,100.0
2022,Richie Berrington,520,729,71.33
2022,Riley Hekure,179,235,76.17
2022,Rishabh Pant,336,348,96.55
2022,Rohan Mustafa,427,711,60.06
2022,Rohit Paudel,642,808,79.46
2022,Rohit Sharma,249,218,114.22
2022,Romario Shepherd,198,203,97.54
2022,Roston Chase,33,75,44.0
2022,Rovman Powell,111,128,86.72
2022,Ruben Trumpelmann,167,220,75.91
2022,Ryan Burl,204,302,67.55
2022,Safyaan Sharif,208,284,73.24
2022,Saiteja Mukkamalla,150,239,62.76
2022,Sam Billings,95,114,83.33
2022,Sam Curran,65,55,118.18
2022,Sandeep Goud,145,242,59.92
2022,Sandeep Lamichhane,65,58,112.07
2022,Sanju Samson,284,269,105.58
2022,Saqib Zulfiqar,33,63,52.38
2022,Scott Edwards,619,703,88.05
2022,Sean Abbott,98,80,122.5
2022,Sean Williams,271,301,90.03
2022,Sese Bau,297,533,55.72
2022,Shadab Khan,162,137,118.25
2022,Shai Hope,709,957,74.09
2022,Shakib Al Hasan,235,285,82.46
2022,Shamarh Brooks,694,909,76.35
2022,Shardul Thakur,162,177,91.53
2022,Shayan Jahangir,59,73,80.82
2022,Shikhar Dhawan,688,927,74.22
2022,Shoaib Khan,486,588,82.65
2022,Shreyas Iyer,724,791,91.53
2022,Shubman Gill,638,622,102.57
2022,Sikandar Raza,645,740,87.16
2022,Simon Atai,66,116,56.9
2022,Sompal Kami,174,307,56.68
2022,Stephan Baard,169,274,61.68
2022,Stephan Myburgh,79,64,123.44
2022,Steven Smith,539,663,81.3
2022,Steven Taylor,571,685,83.36
2022,Suryakumar Yadav,260,281,92.53
2022,Sushant Modani,501,734,68.26
2022,Tadiwanashe Marumani,118,194,60.82
2022,Takudzwanashe Kaitano,126,186,67.74
2022,Tamim Iqbal,408,512,79.69
2022,Teja Nidamanuru,141,163,86.5
2022,Temba Bavuma,231,321,71.96
2022,Tom Cooper,266,330,80.61
2022,Tom Latham,558,551,101.27
2022,Tony Munyonga,92,134,68.66
2022,Tony Ura,271,385,70.39
2022,Travis Head,550,490,112.24
2022,Usman Ghani,24,58,41.38
2022,Vikramjit Singh,367,510,71.96
2022,Virat Kohli,302,347,87.03
2022,Vriitya Aravind,781,1074,72.72
2022,Wanindu Hasaranga,126,88,143.18
2022,Washington Sundar,212,244,86.89
2022,Wessly Madhevere,155,272,56.99
2022,Will Young,228,247,92.31
2022,Yannic Cariah,53,85,62.35
2022,Yasir Ali,78,97,80.41
2022,Yuzvendra Chahal,24,51,47.06
2022,Zahoor Khan,37,74,50.0
2022,Zane Green,104,149,69.8
2022,Zeeshan Maqsood,458,679,67.45
2023,Aarif Sheikh,322,452,71.24
2023,Aaron Johnson,123,119,103.36
2023,Aaron Jones,246,380,64.74
2023,Aasif Sheikh,595,753,79.02
2023,Aayan Afzal Khan,368,455,80.88
2023,Abdullah Shafique,414,467,88.65
2023,Adam Zampa,79,102,77.45
2023,Adil Rashid,148,162,91.36
2023,Afif Hossain,105,120,87.5
2023,Agha Salman,386,404,95.54
2023,Aiden Markram,1033,912,113.27
2023,Akeal Hosein,32,60,53.33
2023,Alex Carey,185,202,91.58
2023,Ali Naseer,204,201,101.49
2023,Alick Athanaze,240,252,95.24
2023,Alzarri Joseph,68,91,74.73
2023,Anamul Haque,86,95,90.53
2023,Andile Phehlukwayo,111,114,97.37
2023,Andy Balbirnie,459,612,75.0
2023,Andy McBrine,161,241,66.8
2023,Angelo Mathews,81,132,61.36
2023,Aqib Ilyas,192,247,77.73
2023,Arjun Saud,49,89,55.06
2023,Aryan Dutt,124,159,77.99
2023,Aryan Lakra,291,534,54.49
2023,Aryansh Sharma,136,178,76.4
2023,Asa Tribe,236,326,72.39
2023,Ashton Agar,65,90,72.22
2023,Asif Khan,934,1059,88.2
2023,Assad Vala,401,581,69.02
2023,Axar Patel,140,169,82.84
2023,Ayaan Khan,345,365,94.52
2023,Azmatullah Omarzai,455,482,94.4
2023,Babar Azam,1065,1258,84.66
2023,Barry McCarthy,50,52,96.15
2023,Bas de Leede,424,481,88.15
2023,Basil Hameed,243,330,73.64
2023,Ben Duckett,272,272,100.0
2023,Ben Stokes,539,544,99.08
2023,Benjamin Ward,75,121,61.98
2023,Bernard Scholtz,60,84,71.43
2023,Bhim Sharki,416,648,64.2
2023,Blessing Muzarabani,58,71,81.69
2023,Brandon King,623,686,90.82
2023,Brandon McMullen,421,494,85.22
2023,Brydon Carse,78,64,121.88
2023,CP Rizwan,166,352,47.16
2023,Cameron Green,152,209,72.73
2023,Chad Bowes,99,119,83.19
2023,Chad Soper,139,236,58.9
2023,Chamika Karunaratne,75,146,51.37
2023,Chamu Chibhabha,56,83,67.47
2023,Charith Asalanka,808,934,86.51
2023,Charles Amini,272,367,74.11
2023,Chris Greaves,154,160,96.25
2023,Chris Woakes,202,248,81.45
2023,Christopher McBride,241,333,72.37
2023,Clive Madande,193,245,78.78
2023,Cole McConchie,126,127,99.21
2023,Colin Ackermann,331,426,77.7
2023,Craig Ervine,395,456,86.62
2023,Curtis Campher,411,428,96.03
2023,Daryl Mitchell,1204,1201,100.25
2023,Dasun Shanaka,338,379,89.18
2023,David Miller,802,716,112.01
2023,David Warner,925,821,112.67
2023,David Willey,133,100,133.0
2023,Dawid Malan,995,1012,98.32
2023,Devon Conway,821,831,98.8
2023,Dhananjaya de Silva,519,636,81.6
2023,Dilshan Madushanka,33,74,44.59
2023,Dimuth Karunaratne,549,624,87.98
2023,Dipendra Singh Airee,392,489,80.16
2023,Dunith Wellalage,133,176,75.57
2023,Fakhar Zaman,864,930,92.9
2023,Fayyaz Butt,52,64,81.25
2023,Finn Allen,195,214,91.12
2023,Gajanand Singh,397,456,87.06
2023,Gareth Delany,75,68,110.29
2023,Gary Ballance,157,196,80.1
2023,Gaudi Toka,82,166,49.4
2023,George Dockrell,450,471,95.54
2023,George Munsey,236,237,99.58
2023,Gerald Coetzee,57,90,63.33
2023,Gerhard Erasmus,410,475,86.32
2023,Glenn Maxwell,413,283,145.94
2023,Glenn Phillips,578,591,97.8
2023,Gulbadin Naib,57,53,107.55
2023,Gulsan Jha,350,437,80.09
2023,Gyanendra Malla,167,253,66.01
2023,Hardik Pandya,383,404,94.8
2023,Haris Rauf,59,61,96.72
2023,Haris Sohail,64,69,92.75
2023,Harrison Carlyon,143,166,86.14
2023,Harry Brook,407,429,94.87
2023,Harry Tector,711,762,93.31
2023,Harsh Thaker,86,170,50.59
2023,Hasan Mahmud,48,94,51.06
2023,Hashmatullah Shahidi,580,781,74.26
2023,Heinrich Klaasen,927,659,140.67
2023,Henry Nicholls,466,608,76.64
2023,Hiri Hiri,179,283,63.25
2023,Ibrahim Zadran,854,1076,79.37
2023,Iftikhar Ahmed,490,428,114.49
2023,Ikram Alikhil,93,110,84.55
2023,Imam-ul-Haq,610,749,81.44
2023,Innocent Kaia,160,247,64.78
2023,Ish Sodhi,64,107,59.81
2023,Ishan Kishan,456,487,93.63
2023,James Neesham,86,72,119.44
2023,James Vince,49,69,71.01
2023,Jan Nicol Loftie-Eaton,170,231,73.59
2023,Jasdeep Singh,177,245,72.24
2023,Jason Holder,195,223,87.44
2023,Jason Roy,278,280,99.29
2023,Jasprit Bumrah,44,66,66.67
2023,Jatinder Singh,122,228,53.51
2023,Joe Root,315,376,83.78
2023,Johnson Charles,253,272,93.01
2023,Jonny Bairstow,238,269,88.48
2023,Jonty Jenner,168,237,70.89
2023,Jos Buttler,747,698,107.02
2023,Josh Inglis,287,295,97.29
2023,Josh Lawrenson,243,312,77.88
2023,Joylord Gumbie,297,458,64.85
2023,Julius Sumerauer,97,88,110.23
2023,Junaid Siddique,57,107,53.27
2023,KL Rahul,1060,1208,87.75
2023,Kagiso Rabada,45,69,65.22
2023,Kaleem Sana,40,64,62.5
2023,Kane Williamson,420,481,87.32
2023,Karan KC,154,144,106.94
2023,Karl Birkenstock,94,156,60.26
2023,Karthik Meiyappan,143,296,48.31
2023,Kashyap Prajapati,324,385,84.16
2023,Kasun Rajitha,108,168,64.29
2023,Keacy Carty,295,410,71.95
2023,Keshav Maharaj,79,121,65.29
2023,Kevin Sinclair,35,60,58.33
2023,Kiplin Doriga,333,484,68.8
2023,Kuldeep Yadav,62,136,45.59
2023,Kusal Mendis,893,980,91.12
2023,Kusal Perera,166,157,105.73
2023,Kushal Bhurtel,590,646,91.33
2023,Kushal Malla,549,513,107.02
2023,Kyle Coetzer,68,98,69.39
2023,Kyle Jamieson,49,71,69.01
2023,Kyle Mayers,174,231,75.32
2023,Lahiru Kumara,38,76,50.0
2023,Liam Livingstone,308,338,91.12
2023,Litton Das,651,771,84.44
2023,Lo-handre Louwrens,207,311,66.56
2023,Lockie Ferguson,41,73,56.16
2023,Logan van Beek,215,255,84.31
2023,Lorcan Tucker,293,313,93.61
2023,Luke Jongwe,64,56,114.29
2023,Lungi Ngidi,29,81,35.8
2023,Mahedi Hasan,98,155,63.23
2023,Maheesh Theekshana,189,326,57.98
2023,Mahmudullah,469,567,82.72
2023,Marco Jansen,406,350,116.0
2023,Marcus Stoinis,191,167,114.37
2023,Mark Adair,143,107,133.64
2023,Mark Chapman,224,194,115.46
2023,Mark Watt,189,187,101.07
2023,Mark Wood,85,65,130.77
2023,Marnus Labuschagne,826,1010,81.78
2023,Matthew Cross,223,367,60.76
2023,Matthew Spoors,86,157,54.78
2023,Max O'Dowd,641,835,76.77
2023,Mehidy Hasan Miraz,538,683,78.77
2023,Michael Bracewell,246,192,128.12
2023,Michael Leask,333,276,120.65
2023,Michael van Lingen,395,434,91.01
2023,Mitchell Marsh,858,753,113.94
2023,Mitchell Santner,298,277,107.58
2023,Mitchell Starc,102,174,58.62
2023,Moeen Ali,304,332,91.57
2023,Mohammad Nabi,240,257,93.39
2023,Mohammad Nadeem,266,377,70.56
2023,Mohammad Naim,94,155,60.65
2023,Mohammad Nawaz,153,167,91.62
2023,Mohammad Rizwan,1023,1091,93.77
2023,Mohammed Siraj,26,52,50.0
2023,Monank Patel,152,201,75.62
2023,Muhammad Waseem,782,752,103.99
2023,Mujeeb Ur Rahman,139,134,103.73
2023,Musa Ahmad,111,156,71.15
2023,Mushfiqur Rahim,850,978,86.91
2023,Mustafizur Rahman,55,126,43.65
2023,Najibullah Zadran,86,125,68.8
2023,Najmul Hossain Shanto,992,1156,85.81
2023,Naseem Khushi,82,67,122.39
2023,Nasum Ahmed,138,164,84.15
2023,Nathan Ellis,57,51,111.76
2023,Nicholas Kirton,98,151,64.9
2023,Nicholas Pooran,428,382,112.04
2023,Nick Greenwood,94,136,69.12
2023,Nikhil Dutta,81,140,57.86
2023,Nikolaas Davin,142,138,102.9
2023,Nisarg Patel,67,128,52.34
2023,Norman Vanua,192,193,99.48
2023,Nosthush Kenjige,146,192,76.04
2023,Nuwanidu Fernando,75,105,71.43
2023,Pargat Singh,213,264,80.68
2023,Pat Cummins,168,217,77.42
2023,Pathum Nissanka,1151,1317,87.4
2023,Paul Stirling,473,516,91.67
2023,Paul van Meekeren,59,83,71.08
2023,Phil Salt,213,157,135.67
2023,Pikky Ya France,143,166,86.14
2023,Quinton de Kock,937,931,100.64
2023,Rachin Ravindra,820,759,108.04
2023,Rahmanullah Gurbaz,656,748,87.7
2023,Rahmat Shah,506,673,75.19
2023,Rameez Shahzad,245,347,70.61
2023,Rashid Khan,182,173,105.2
2023,Rassie van der Dussen,835,1010,82.67
2023,Ravinderpal Singh,97,112,86.61
2023,Ravindra Jadeja,309,412,75.0
2023,Reeza Hendricks,287,347,82.71
2023,Riaz Hassan,34,66,51.52
2023,Richard Ngarava,55,51,107.84
2023,Richie Berrington,342,432,79.17
2023,Riley Hekure,166,218,76.15
2023,Roelof van der Merwe,68,85,80.0
2023,Rohan Mustafa,316,548,57.66
2023,Rohit Paudel,529,700,75.57
2023,Rohit Sharma,1255,1072,117.07
2023,Romario Shepherd,178,147,121.09
2023,Roston Chase,134,156,85.9
2023,Rovman Powell,82,73,112.33
2023,Ruben Trumpelmann,133,106,125.47
2023,Ruturaj Gaikwad,96,115,83.48
2023,Ryan Burl,381,400,95.25
2023,Ryan Klein,31,65,47.69
2023,Saad Bin Zafar,59,109,54.13
2023,Sadeera Samarawickrama,850,881,96.48
2023,Safyaan Sharif,26,52,50.0
2023,Sahan Arachchige,57,71,80.28
2023,Sai Sudharsan,127,142,89.44
2023,Saiteja Mukkamalla,231,258,89.53
2023,Sam Curran,262,270,97.04
2023,Sam Hain,106,100,106.0
2023,Sanchit Sharma,87,97,89.69
2023,Sandeep Goud,58,78,74.36
2023,Sandeep Lamichhane,206,268,76.87
2023,Sanju Samson,180,197,91.37
2023,Saqib Zulfiqar,124,130,95.38
2023,Saud Shakeel,250,252,99.21
2023,Saurabh Netravalkar,31,53,58.49
2023,Scott Edwards,697,701,99.43
2023,Sean Abbott,123,116,106.03
2023,Sean Williams,720,557,129.26
2023,Sese Bau,339,453,74.83
2023,Shadab Khan,259,252,102.78
2023,Shaheen Shah Afridi,94,90,104.44
2023,Shahidullah,38,68,55.88
2023,Shai Hope,824,818,100.73
2023,Shakib Al Hasan,735,818,89.85
2023,Shamarh Brooks,148,205,72.2
2023,Shan Masood,52,89,58.43
2023,Shardul Thakur,59,62,95.16
2023,Shariz Ahmad,64,107,59.81
2023,Shaun Fouché,209,318,65.72
2023,Shayan Jahangir,279,291,95.88
2023,Sherfane Rutherford,72,92,78.26
2023,Shimron Hetmyer,68,89,76.4
2023,Shoaib Khan,233,279,83.51
2023,Shoriful Islam,65,80,81.25
2023,Shreyas Iyer,846,752,112.5
2023,Shubman Gill,1584,1503,105.39
2023,Sikandar Raza,487,450,108.22
2023,Sompal Kami,192,232,82.76
2023,Soumya Sarkar,173,173,100.0
2023,Srimantha Wijeyeratne,96,138,69.57
2023,Stephen Doheny,162,255,63.53
2023,Steven Smith,439,528,83.14
2023,Steven Taylor,219,320,68.44
2023,Suraj Kumar,63,80,78.75
2023,Suryakumar Yadav,389,354,109.89
2023,Sushant Modani,261,468,55.77
2023,Sybrand Engelbrecht,300,450,66.67
2023,Taijul Islam,36,79,45.57
2023,Tamim Iqbal,283,377,75.07
2023,Tanzid Hasan,179,183,97.81
2023,Taskin Ahmed,104,165,63.03
2023,Teja Nidamanuru,524,531,98.68
2023,Temba Bavuma,782,809,96.66
2023,Tilak Varma,68,119,57.14
2023,Tim David,45,53,84.91
2023,Tom Blundell,235,272,86.4
2023,Tom Cooper,77,93,82.8
2023,Tom Latham,716,858,83.45
2023,Tomas Mackintosh,169,201,84.08
2023,Tony Ura,314,349,89.97
2023,Tony de Zorzi,276,279,98.92
2023,Towhid Hridoy,727,853,85.23
2023,Travis Head,570,428,133.18
2023,Vikramjit Singh,539,687,78.46
2023,Virat Kohli,1377,1389,99.14
2023,Vriitya Aravind,792,1161,68.22
2023,Wanindu Hasaranga,160,122,131.15
2023,Washington Sundar,53,67,79.1
2023,Wellington Masakadza,130,179,72.63
2023,Wesley Barresi,344,392,87.76
2023,Wessly Madhevere,220,270,81.48
2023,Will Jacks,276,260,106.15
2023,Will Young,1004,1155,86.93
2023,Yannic Cariah,40,81,49.38
2023,Zahoor Khan,59,100,59.0
2023,Zak Crawley,102,120,85.0
2023,Zane Green,276,272,101.47
2023,Zeeshan Maqsood,146,214,68.22
2024,Aaditya Varadarajan,29,52,55.77
2024,Aamir Kaleem,34,51,66.67
2024,Aarif Sheikh,214,321,66.67
2024,Aaron Hardie,120,143,83.92
2024,Aaron Johnson,318,319,99.69
2024,Aaron Jones,146,181,80.66
2024,Aasif Sheikh,272,362,75.14
2024,Aayan Afzal Khan,135,226,59.73
2024,Abdul Malik,122,186,65.59
2024,Abdullah Shafique,196,276,71.01
2024,Adam Zampa,42,61,68.85
2024,Adil Rashid,78,89,87.64
2024,Afif Hossain,67,87,77.01
2024,Aiden Markram,148,190,77.89
2024,Alex Carey,164,154,106.49
2024,Ali Naseer,192,189,101.59
2024,Alick Athanaze,66,116,56.9
2024,Alishan Sharafu,90,114,78.95
2024,Amir Jangoo,104,83,125.3
2024,Andile Phehlukwayo,30,54,55.56
2024,Andrew Umeed,138,139,99.28
2024,Andries Gous,158,150,105.33
2024,Andy Balbirnie,71,134,52.99
2024,Andy McBrine,24,51,47.06
2024,Anil Sah,369,392,94.13
2024,Aqib Ilyas,222,372,59.68
2024,Aryan Dutt,27,68,39.71
2024,Aryansh Sharma,79,118,66.95
2024,Ashish Odedara,126,278,45.32
2024,Asif Khan,106,163,65.03
2024,Avishka Fernando,511,585,87.35
2024,Axar Patel,79,108,73.15
2024,Ayaan Khan,71,123,57.72
2024,Azmatullah Omarzai,416,394,105.58
2024,Babar Azam,228,298,76.51
2024,Bas de Leede,207,317,65.3
2024,Basil Hameed,234,304,76.97
2024,Ben Curran,27,59,45.76
2024,Ben Duckett,296,266,111.28
2024,Bernard Scholtz,87,99,87.88
2024,Bhim Sharki,244,376,64.89
2024,Bjorn Fortuin,72,119,60.5
2024,Brandon King,291,348,83.62
2024,Brandon McMullen,348,399,87.22
2024,Brian Bennett,80,87,91.95
2024,Brydon Carse,37,73,50.68
2024,Cameron Green,184,226,81.42
2024,Charith Asalanka,605,623,97.11
2024,Charlie Tear,237,347,68.3
2024,Chris Greaves,46,51,90.2
2024,Clive Madande,34,54,62.96
2024,Craig Ervine,167,241,69.29
2024,Curtis Campher,108,155,69.68
2024,Dan Mousley,69,86,80.23
2024,Dev Khanal,76,86,88.37
2024,Dhruv Parashar,58,86,67.44
2024,Dilon Heyliger,167,154,108.44
2024,Dilpreet Bajwa,49,72,68.06
2024,Dion Myers,58,70,82.86
2024,Dipendra Singh Airee,59,94,62.77
2024,Dunith Wellalage,142,164,86.59
2024,Evin Lewis,265,233,113.73
2024,Fayyaz Butt,69,120,57.5
2024,George Dockrell,33,60,55.0
2024,George Munsey,302,296,102.03
2024,Gerhard Erasmus,364,434,83.87
2024,Glenn Maxwell,55,57,96.49
2024,Graham Hume,45,73,61.64
2024,Gudakesh Motie,104,122,85.25
2024,Gulbadin Naib,107,108,99.07
2024,Gulsan Jha,166,215,77.21
2024,Hammad Mirza,58,105,55.24
2024,Harmeet Singh,175,162,108.02
2024,Harry Brook,300,232,129.31
2024,Harry Tector,222,228,97.37
2024,Harsh Thaker,540,747,72.29
2024,Hashmatullah Shahidi,285,405,70.37
2024,Heinrich Klaasen,264,214,123.36
2024,Henry Nicholls,59,75,78.67
2024,Ibrahim Zadran,153,217,70.51
2024,Ikram Alikhil,57,71,80.28
2024,Irfan Khan,48,73,65.75
2024,JJ Smit,314,480,65.42
2024,JP Kotze,153,215,71.16
2024,Jacob Bethell,167,208,80.29
2024,Jake Fraser-McGurk,87,56,155.36
2024,Jaker Ali,151,135,111.85
2024,Jamie Smith,124,133,93.23
2024,Jan Frylinck,275,411,66.91
2024,Jan Nicol Loftie-Eaton,205,233,87.98
2024,Janith Liyanage,462,567,81.48
2024,Jason Smith,91,98,92.86
2024,Jatinder Singh,183,292,62.67
2024,Jordan Cox,22,56,39.29
2024,Josh Inglis,212,182,116.48
2024,Joylord Gumbie,87,125,69.6
2024,Kamindu Mendis,104,104,100.0
2024,Kamran Ghulam,161,162,99.38
2024,Karan KC,114,140,81.43
2024,Kashyap Prajapati,99,179,55.31
2024,Keacy Carty,560,636,88.05
2024,Khalid Kail,117,157,74.52
2024,Kuldeep Yadav,15,67,22.39
2024,Kusal Mendis,742,819,90.6
2024,Kushal Bhurtel,253,319,79.31
2024,Kushal Malla,134,242,55.37
2024,Kyle Klein,55,66,83.33
2024,Kyle Verreynne,100,96,104.17
2024,Liam Livingstone,286,215,133.02
2024,Lo-handre Louwrens,33,104,31.73
2024,Lorcan Tucker,114,111,102.7
2024,Maheesh Theekshana,74,142,52.11
2024,Mahmudullah,337,354,95.2
2024,Malan Kruger,154,210,73.33
2024,Marco Jansen,39,55,70.91
2024,Mark Adair,39,69,56.52
2024,Mark Chapman,78,86,90.7
2024,Mark Watt,80,118,67.8
2024,Marnus Labuschagne,148,159,93.08
2024,Matthew Cross,72,129,55.81
2024,Matthew Short,177,176,100.57
2024,Max O'Dowd,368,542,67.9
2024,Mehidy Hasan Miraz,305,440,69.32
2024,Mehran Khan,66,66,100.0
2024,Michael English,107,122,87.7
2024,Michael Leask,104,104,100.0
2024,Michael Levitt,195,240,81.25
2024,Michael van Lingen,445,478,93.1
2024,Milind Kumar,364,337,108.01
2024,Milton Shumba,30,57,52.63
2024,Mitchell Hay,59,71,83.1
2024,Mitchell Marsh,122,145,84.14
2024,Mohammad Nabi,410,419,97.85
2024,Mohammad Nadeem,27,62,43.55
2024,Mohammad Rizwan,256,320,80.0
2024,Monank Patel,502,555,90.45
2024,Muhammad Waseem,201,305,65.9
2024,Mushfiqur Rahim,136,151,90.07
2024,Najmul Hossain Shanto,286,360,79.44
2024,Nangeyalia Kharote,41,51,80.39
2024,Naseem Shah,54,58,93.1
2024,Navneet Dhaliwal,295,515,57.28
2024,Nicholas Kirton,397,496,80.04
2024,Nikhil Dutta,45,62,72.58
2024,Nishan Madushka,107,98,109.18
2024,Noah Croes,173,261,66.28
2024,Nosthush Kenjige,44,82,53.66
2024,Pargat Singh,520,650,80.0
2024,Pathum Nissanka,683,637,107.22
2024,Paul Stirling,150,163,92.02
2024,Pawan Sarraf,41,64,64.06
2024,Phil Salt,247,296,83.45
2024,Pratik Athavale,88,160,55.0
2024,Rahmanullah Gurbaz,523,581,90.02
2024,Rahmat Shah,280,412,67.96
2024,Rahul Bhatia,25,83,30.12
2024,Rahul Chopra,260,369,70.46
2024,Rassie van der Dussen,104,148,70.27
2024,Reeza Hendricks,40,78,51.28
2024,Riaz Hassan,45,80,56.25
2024,Richard Ngarava,92,103,89.32
2024,Richie Berrington,273,329,82.98
2024,Rohit Paudel,279,354,78.81
2024,Rohit Sharma,149,106,140.57
2024,Roston Chase,171,223,76.68
2024,Ruben Trumpelmann,60,78,76.92
2024,Ryan Rickelton,156,158,98.73
2024,Saad Bin Zafar,162,192,84.38
2024,Sadeera Samarawickrama,273,310,88.06
2024,Sahan Arachchige,32,63,50.79
2024,Saim Ayub,515,488,105.53
2024,Saiteja Mukkamalla,341,371,91.91
2024,Salman Agha,209,219,95.43
2024,Sam Curran,129,160,80.62
2024,Sandeep Lamichhane,89,93,95.7
2024,Sanjay Krishnamurthi,64,77,83.12
2024,Scott Edwards,266,342,77.78
2024,Sean Abbott,124,145,85.52
2024,Sean Williams,154,167,92.22
2024,Sediqullah Atal,230,277,83.03
2024,Shadley van Schalkwyk,133,232,57.33
2024,Shai Hope,311,395,78.73
2024,Shakeel Ahmed,69,128,53.91
2024,Shariz Ahmad,89,165,53.94
2024,Shayan Jahangir,263,305,86.23
2024,Sherfane Rutherford,394,342,115.2
2024,Shoaib Khan,117,127,92.13
2024,Shreyas Movva,323,468,69.02
2024,Shubman Gill,50,85,58.82
2024,Sikandar Raza,116,171,67.84
2024,Smit Patel,278,366,75.96
2024,Sompal Kami,137,154,88.96
2024,Soumya Sarkar,257,288,89.24
2024,Srimantha Wijeyeratne,158,222,71.17
2024,Steven Smith,306,356,85.96
2024,Steven Taylor,73,132,55.3
2024,Sushant Modani,69,97,71.13
2024,Sybrand Engelbrecht,85,137,62.04
2024,Tadiwanashe Marumani,66,95,69.47
2024,Tanish Suri,78,103,75.73
2024,Tanzid Hasan,234,230,101.74
2024,Tanzim Hasan Sakib,63,95,66.32
2024,Teja Nidamanuru,48,70,68.57
2024,Temba Bavuma,107,129,82.95
2024,Timm van der Gugten,58,86,67.44
2024,Tony de Zorzi,173,196,88.27
2024,Towhid Hridoy,150,197,76.14
2024,Travis Head,252,210,120.0
2024,Tristan Stubbs,225,229,98.25
2024,Utkarsh Srivastava,75,73,102.74
2024,Vikramjit Singh,266,427,62.3
2024,Virat Kohli,44,57,77.19
2024,Vishnu Sukumaran,177,258,68.6
2024,Vriitya Aravind,150,296,50.68
2024,Wanindu Hasaranga,87,86,101.16
2024,Washington Sundar,50,69,72.46
2024,Wasim Ali,24,54,44.44
2024,Wiaan Mulder,108,143,75.52
2024,Will Jacks,192,204,94.12
2024,Will Young,121,139,87.05
2024,Zane Green,115,165,69.7
2024,Zeeshan Maqsood,142,268,52.99
2025,Aamir Kaleem,43,96,44.79
2025,Aaron Jones,17,51,33.33
2025,Andries Gous,89,106,83.96
2025,Avishka Fernando,67,93,72.04
2025,Axar Patel,106,102,103.92
2025,Ben Duckett,131,107,122.43
2025,Chamidu Wickramasinghe,58,100,58.0
2025,Charith Asalanka,131,134,97.76
2025,Daryl Mitchell,125,130,96.15
2025,Devon Conway,97,107,90.65
2025,Fakhar Zaman,125,97,128.87
2025,Glenn Phillips,154,129,119.38
2025,Harry Brook,50,81,61.73
2025,Heinrich Klaasen,87,56,155.36
2025,JP Kotze,31,60,51.67
2025,Jacob Bethell,51,64,79.69
2025,Jan Frylinck,32,66,48.48
2025,Janith Liyanage,120,160,75.0
2025,Jason Smith,41,51,80.39
2025,Jatinder Singh,107,163,65.64
2025,Joe Root,112,132,84.85
2025,Jos Buttler,92,111,82.88
2025,KL Rahul,52,52,100.0
2025,Kamindu Mendis,116,149,77.85
2025,Kane Williamson,191,202,94.55
2025,Kusal Mendis,75,73,102.74
2025,Liam Livingstone,55,65,84.62
2025,Malan Kruger,71,78,91.03
2025,Mark Chapman,154,156,98.72
2025,Matthew Breetzke,233,232,100.43
2025,Milind Kumar,66,70,94.29
2025,Mohammad Rizwan,125,139,89.93
2025,Monank Patel,65,64,101.56
2025,Pathum Nissanka,79,65,121.54
